,LANGUAGE,Match_ID
699,^the preceding sentence (will|shall) not prohibit third parties who display (digital|digitized) materials? through an api from charging a fee.?$,0000741
700,^the purpose of this loan is to make your genealogical records publicly available in a (digital|digitized) format.?$,0000742
701,"^the purposes? for which (.{2,80}) (is|will be|shall be) allowed to (use|utilize) (the|this|these|their|it''?s) new (microfilm|film) records? and (indices?|index(es)?) information (are|is) delineated in sections 1 & 2( below)?.?$",0000743
702,^.*? (may|can) ?not be sold or exchanged without written permission from .*?.?$,0000744
703,"^the records (may|can) be circulated only to (.{2,80}) family history library and its associated family history centers.?$",0000745
704,"^the records of a person''s birth (will|shall) be kept strictly confidential and no information,? relating thereto (will|shall) be issued except on the request of the following:$",0000746
705,"^the resulting new (microfilm|film) copies and( the)? electronic (indices?|index(es)?) information (will|shall) be made available to( both)? .*? and (.{2,80}) according to( the)? provisions? specified in (the|this) agreement.?$",0000747
706,"^the rights (will|shall) include without limitation the right to authorize,? prohibit and/or control the production,? reproduction,? fixation,? adaptation,? distribution,? rental,? lending,? performance,? broadcasting,? communication to the public and other exploitation of the materials? in any and all media and by any and all means now known or hereafter devised,? the right to be identified as the author of the materials?,? and the right to make such changes therein and such uses and dispositions thereof as (.{2,80}) in its sole discretion may deem necessary or desirable.?$",0000748
707,"^the rights \(whether owned or licensed\) (will|shall) include,? without limitation,? the right to authorize,? prohibit and/or control the production,? reproduction,? fixation,? adaptation,? distribution,? rental,? lending,? performance,? broadcast,? communication to the public,? incorporation into other (work\(?s?\)?|material\(?s?\)?),? and other exploitation of the (.{2,80}) (digital|digitized) records in any and all media and by any and all means now known or hereafter devised.?$",0000749
708,"^there are no closed records,? or other materials? sealed by law in (these|those) documents.?$",0000750
709,"^there does not seem to be any reason why .*? from this,? office that you obtained by (microfilming|filming) several years ago,? can't be used as you suggest(ed)?.?$",0000751
710,^there is no problem with proceeding with our indexing project.?$,0000752
711,^these permissions are granted under the following agreements:$,0000753
712,^they allowed me to take (the|these) records and i had a company make both (microfiche|fiche) and (microfilm|film) copies.?$,0000754
713,^they are public records used only by families.?$,0000755
714,^they could be available to bonafide researchers upon the consent of .*?.?$,0000756
715,^they did not have the type of reference you were expecting.?$,0000757
716,^they said we extracted( the)? information from a? public records? and we can certainly do as we wish with the product we have produced.?$,0000758
717,"^this free access (will|shall) begin within thirty \(30\) days after (.{2,80}) first requires a fee or other payment for online access to the (digital|digitized) materials? on the (.{2,80}) web ?sites? and (will|shall) continue for as long as the (digital|digitized) materials? are published thereon.?$",0000759
718,"^this is to introduce to you mr. charles w. brooks,? the philippine representative of (.{2,80}),? who has been given permission to (microfilm|film) ifi canonical records from 1902 to 1986 for the purpose of safekeeping and scholarship.?$",0000760
719,"^this kindly refers to the agreement reached by (.{2,80}) with .*?,? through its administrative council,? as follows:$",0000761
720,"^this letter form grants permission to (.{2,80}) to purchase or reproduce copies of( the)? (microfilm|film) records? of .*?,? security copies of which are now on file at .*? as follows:$",0000762
721,"^this license includes the unrestricted,? nonexclusive right to reproduce,? distribute,? transmit,? display,? perform,? create derivative (work\(?s?\)?|material\(?s?\)?) of,? sublicense,? (and )?otherwise (use|utilize) .*? as (.{2,80}) sees fit ?- ?without limit to time,? number,? language,? geography,? and/or (means|mediums?) \(including now unknown,? future media\) ?- ?including internet hosting for public access.?$",0000764
722,^this notice need not be followed exactly and can take any form that best expresses your wishes.?$,0000766
723,"^this permission is granted for a one-time use,? specifically for inclusion in your project to produce a (microfilm|film)(microform) reproduction for use in your library system.?$",0000767
724,^this permission is granted with the sole limitation that no expense (will|shall) incur to either .*? or to .*? as a result of this transfer to (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) and subsequent distribution by and through the (lds|l.d.s.) library.?$,0000768
725,"^this refers to your letter,? dated 16 june 2014,? addressed to mayor don l. abalon,? whereby your requested permission to transmit,? display and permit( the)? use of our civil registration records,? for purposes stated therein.?$",0000769
726,"^this system includes: (.{2,80})(''s)? family history centers and other facilities owned or controlled by the church of jesus christ of latter-day saints,? other libraries and research institutions with which (.{2,80}) may establish cooperative agreements,? and controlled circulation to qualifying individuals.?$",0000770
727,"^this transfer( also)? includes the right to make changes,? dispositions,? and uses of the property as (.{2,80}) in its sole discretion,? and without obligation,? may deem necessary or desirable.?$",0000771
728,"^this transfer( also)? includes the rights to authorize,? prohibit,? and or control the use,? reproduction,? adaptation,? or distribution of the property in any and all media and means now known or hereafter devised.?$",0000772
729,^this watermark wording (will|shall) identify .*? as the source of the original records contain(ing|ed) in the images.?$,0000773
730,"^this would include,? if needed,? the rights for (.{2,80}) to reproduce,? display,? transmit,? distribute,? and create derivatives \(including electronic (indices?|index(es)?) and helpful modifications\) and otherwise (use|utilize) and allow others to (use|utilize) your materials.?$",0000774
731,"^to allow (.{2,80}) to (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) produced within ((.{2,80})(''s)?|it''?s|our|their) own systems?,? to further genealogical and family history research.?$",0000775
732,"^to allow (.{2,80}) to (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) produced within ((.{2,80})(''s)?|it''?s|our|their) own systems?,? to further genealogical and family history research within the restrictions provided in 1h above.?$",0000776
733,"^to allow (.{2,80}) to (use|utilize)( the)? images of (microfilm|film) reproductions of the ledger records listed in( this)? section 1,? item a,? and index information extracted and compiled from such reproductions and records,? to create (research|finding|search) (aids?|materials?|resources?|tools?),? including electronic images and (indices?|index(es)?),? using any (technology|technologies) and in any (means|mediums?) now known or later developed,? for use in the (.{2,80}) system of centers and (.{2,80}) related web ?sites? \(including but not limited to www.familysearch.org\),? for non-?profit purposes.?$",0000777
734,"^to allow (.{2,80}) to (use|utilize)( the)? information (from|in) the imaged records to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000778
735,"^to allow (.{2,80}) to extract( the)? information (from|in) (the|this|these|their|its|it''?s) (microfilms?|films?) produced to create electronic (indices?|index(es)?) for locating (the|these|their|its|it''?s) records on the (microfilms?|films?).?$",0000779
736,"^to allow (.{2,80}) to loan copies of the imaged records to third parties for research and( for)? indexing purposes.?$",0000780
737,"^to allow (.{2,80}) to reproduce,? distribute,? display,? (use|utilize),? and permit( the)? use within the (.{2,80}) system of centers of (the|this|these|their|its|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) reproductions of the ledger records listed in( this)? section 1,? item a( \(""use rights""\))?.",0000781
738,"^to allow (.{2,80}) to reproduce,? distribute,? transmit,? display,? (use|utilize),? and permit( the)? use of (the )?imaged records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000782
739,"^to allow .*? to acquire at nominal cost from (.{2,80}) copies of any (indices?|index(es)?) or( other)? (research|finding|search) (aids?|materials?|resources?|tools?) (that|which) (.{2,80}) may produce from .*? (microfilmed|filmed) under this agreement.?$",0000783
740,"^to be able to reproduce,? distribute,? exhibit,? (use|utilize),? and (allow|permit)( the)? use of the (digital|digitized) images and all (indices?|index(es)?) created by .*?,? through means of any (technology|technologies) and in any audiovisual (means|mediums?) that now exists? or that may be developed in the future,? and to be able to (use|utilize) them to create resources such as (indices?|index(es)?) (and|or)(other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000784
741,^to comply with any access restrictions to records that may be considered confidential or exempt from disclosure under oregon revised statutes.?$,0000785
742,"^to ensure that all employees or volunteers of (.{2,80}) handling (the|these) original ledger records or (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) and utilizing (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) copies to make the (indices?|index(es)?) understand appropriate historical document handling procedures and agree to not disclose any information from (the|this|these) records? and (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) except as specifically allowed by (the|this) agreement.?$",0000786
743,"^to grant( to)? (.{2,80}) the right to digitize the original records and (use|utilize),? on a permanent basis,? the (digital|digitized) images for any legal purpose,? as long as the source is mentioned;?$",0000787
744,"^to grant( to)? (.{2,80}) the right to digitize the original records,? object of this agreement,? and (use|utilize),? indefinitely,? the (digital|digitized) images to any legal purpose,? except commercial use,? as long as the source is mentioned;?$",0000788
745,^to have your (work\(?s?\)?|material\(?s?\)?) preserved on (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) simply copy the following onto the title page of your book or on to the verso \(back side\) of the title page above the copyright notice.?$,0000789
746,"^to limit access to the (indices?|index(es)?) information and (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) according to the provisions? listed in section 1,? items f and g.?$",0000790
747,"^to our knowledge,? there was never any intention that those films be restricted from use.?$",0000791
748,^\(?d?\)? ?to perform or display your materials publicly including by means of broadcast or (digital|digitized) transmission on an unlimited number of computers and computer workstations.?$,0000792
749,"^to store the (digital|digitized) images,? being able to (transform|migrate) them (to|into)( the)? formats and audiovisual (media|means|mediums?) that best (meets?|fits?) (.{2,80}|it''?s|their) needs.?$",0000793
750,"^to the extent allowable in a digitization agreement,? (.{2,80}) (will|shall) create (digital|digitized) images of the original records( \(""digital images""\))?.?$",0000794
751,"^to the extent permitted by applicable law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images for any legal purpose,? provided such purpose is not commercial or to obtain financial profit by (.{2,80}),? and provided such (use|utilization) is done within the purposes and limits of (use|utilization) agreed in this agreement.?$",0000795
752,"^to the extent .*? claims a copyright interest in .*?,? then( \(a\))? (.{2,80}) (will|shall) own all rights to the (digital|digitized) images created hereunder,? and( \(b\))? each party hereby grants to the other party the non-exclusive,? perpetual,? worldwide,? irrevocable,? fully-paid,? and royalty-free permission to perform the tasks and (use|utilize) the (digital|digitized) images to the full extent contemplated in this agreement,? subject only to the restrictions set forth herein.?$",0000796
753,"^to the extent such ownership or license is not permitted at the time of original digitization but becomes permitted thereafter,? such ownership or license (will|shall) become effective automatically and immediately upon the personal (data|information) (from|in) the (digital|digitized) images becoming unrestricted data.?$",0000797
754,"^to the extent,? if any,? that such covenant is not valid or is unenforceable,? .*? hereby grants to (.{2,80}) the irrevocable,? worldwide right and license to (use|utilize),? practice and exercise each and all of the special rights and in all respects to have rights as nearly identical to the rights of authorship and ownership as the law permits.?$",0000798
755,"^to the extent,? if any,? that such waiver is invalid or unenforceable,? .*? covenants not to sue or otherwise enforce any of the special rights against (.{2,80}) anywhere in the world.?$",0000799
756,"^to the full extent permitted by applicable law,? the parties (may|can) (use|utilize) the (.{2,80}) (digital|digitized) records for any lawful purpose,? without limitation and without the consent of the other party.?$",0000800
757,"^to the full extent permitted by governing law,? (.{2,80}) (may|can) create (digital|digitized) images of .*? and (may|can) (use|utilize) or transfer the (digital|digitized) images for any purpose,? without limitation.?$",0000801
758,"to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images and the (research|finding|search) (aids?|materials?|resources?|tools?) for any lawful purpose,? without limitation.?(, provided, however, that the Diocese will not sell or otherwise distribute Digital Images to commercial third parties.)?$",0000802
759,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images and the research materials for any lawful purpose under applicable brazilian laws?,? without limitation.?$",0000803
760,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images for any lawful non-commercial purpose.?$",0000804
761,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images for any lawful purpose,? without limitation.?$",0000805
762,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images for any lawful purpose,? without limitation and without the consent of the other party.?$",0000806
763,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images for any lawful purpose.?$",0000807
764,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (each )?(use|utilize) the (digital|digitized) images,? .*? records,? existing aids and the research materials for any lawful purpose,? if not otherwise stipulated in an appendix referring to a certain set of records.?$",0000808
765,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images,? the existing aids and the research materials for any lawful purpose.?$",0000809
766,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images,? the existing aids and the research materials for any non-?profit lawful purpose except as limited by this agreement.?$",0000810
767,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images,? the existing aids,? and the research materials for any lawful purpose,? particularly for research purposes,? including the right for (.{2,80}) to publish the (digital|digitized) images on (.{2,80}) web ?site.?$",0000811
768,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images,? the existing aids,? and the research materials for any lawful purpose,? without limitation.?$",0000812
769,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images,? and research materials for any lawful purpose,? provided,? however,? that (.{2,80}) (will|shall) not (use|utilize) the (digital|digitized) images for commercial purposes.?$",0000813
770,"^to the full extent permitted by governing law,? (.{2,80}) and .*? (may|can) (use|utilize) the (indices?|index(es)?) and (digital|digitized) images for any lawful purpose,? without limitation.?$",0000814
771,"^to the full extent permitted by governing law,? .*? (will|shall) be able to (use|utilize) (digital|digitized) images and research materials for any means? legally permitted,? without limitation,? and (.{2,80}) (will|shall) be able to (use|utilize) (digital|digitized) images and research materials for any legally permitted means within the scope of research and history preservation,? regarding the disposed on number 5,? letter ""a"",? item 1 of (the present|this) agreement.?$",0000815
772,"^to the full extent permitted by governing law,( the)? vendors? (may|can),? create (digital|digitized) images of .*? and create (the )?(indices?|index(es)?) of the (digital|digitized) images,? and the vendors?,? subject to a separate agreement between ancestry and (.{2,80}),? and subject to any special instructions or exceptions( set forth)? in .*? or in any addendum covering additional records,? (may|can) (use|utilize) or transfer the (digital|digitized) images and (indices?|index(es)?) for any purpose,? without limitation.?$",0000816
773,"^to the maximum extent (allowed|permitted) by applicable law,? (.{2,80}) and .*? (may|can) (use|utilize) the (digital|digitized) images and (research|finding|search) (aids|materials|resources|tools) in the archive for any legal purpose,? without limitation.?$",0000817
774,"^to the maximum extent permitted by applicable law,? vendors? agrees? that all right,? title and interest in and to,? including the right of immediate possession of,? all items and any related technical data,? intellectual property,? drawings,? art work,? dyes,? designs,? engravings,? plans,? or any other materials furnished or paid for by (the )?buyer,? directly or indirectly,? (will|shall) be and remain with (the )?buyer.?$",0000818
775,"^to this end,? (.{2,80})(''s)? patrons (are|will be|shall be) allowed to view (the|this|these|their|its|it''?s) (microfilm|film) copy (in|at) ((.{2,80})(''s)?|it''?s|our|their|the) main library (in|at) salt lake city or( (in|at))? any of ((.{2,80})(''s)?|it''?s|our|their) branch libraries.?$",0000819
776,"^to this end,? (.{2,80})(''s)? patrons (are|will be|shall be) allowed to view (the|this|these|their|its|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (in|at) ((.{2,80})(''s)?|it''?s|our|their|the) main library (in|at) salt lake city or( (in|at))? any of ((.{2,80})(''s)?|it''?s|our|their) branch libraries.?$",0000820
777,"^to this end,? (.{2,80})(''s)? patrons (are|will be|shall be) allowed to view (the|this|these|their|its|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (in|at) the main library of (.{2,80}) (in|at) salt lake city or( (in|at))? any of ((.{2,80})(''s)?|it''?s|our|their) branch libraries.?$",0000821
778,"^to this end,? patrons (are|will be|shall be) allowed to view (the|this|these|their|its|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (in|at) the main library (in|at) salt lake city or( (in|at))? any of ((.{2,80})(''s)?|it''?s|our|their) branch libraries \(family history centers\).?$",0000822
779,"^to this end,? researchers and other users (are|will be|shall be) able to consult copies of (the|this|these|their|its|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (in|at) the central library of salt lake city and( (in|at))? each of ((.{2,80})(''s)?|it''?s|our|their) branch offices.?$",0000823
780,"^to this end,? this society's patrons (are|will be|shall be) allowed to view (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (in|at) (it'?s|their) library.?$",0000824
781,"^upon publication of (digital|digitized) records by (.{2,80}),? especially internet hosting for public access,? watermark (will|shall) be implemented showing original source,? .*?.?$",0000825
782,"^upon the expiration of all applicable restrictions on the restricted data( \(if any\))?,? such data immediately becomes unrestricted data and (.{2,80}) (may|can) process the unrestricted data in accordance with (the|this) agreement.?$",0000826
783,"^vendors? warrants:( \(1\))? that the items do not infringe or violate any intellectual property or other proprietary right of any third party;?( \(2\))? that the items are ""public records"" under the law;? and( \(3\))? that (.{2,80}) (may|can) (use|utilize) the items purchased for any lawful purpose,? without limitation.?$",0000827
784,^vital records (will|shall) only be (microfilmed|filmed) through 1900.?$,0000828
785,^vital records (will|shall) only be (microfilmed|filmed) through the years permitted by the state of illinois.?$,0000829
786,^we (will|shall) apply to their records the same usage rights as those listed in the general usage agreement for the philippines \(contract # 5990-000001\).?$,0000830
787,^we can ?not approve your displaying of any enlistment records more current than 75 years.?$,0000831
788,^we have again looked at the materials? which the latter-day saints church (microfilmed|filmed) here back in 1973.?$,0000832
789,^we may choose to create a (digital|digitized) (indices?|index(es)?) for .*? as well.?$,0000833
790,^we would be pleased to have them available for research in your main library and your branch libraries subject to your usual operating rules.?$,0000834
791,^we would like to convert our copy of (the|these) records from (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to (digital|digitized) format.?$,0000835
792,"^what follows are examples of how (.{2,80}) (may|can) (use|utilize) your materials.?$",0000836
793,"^when a history is acquired by ((.{2,80})|the library),? it becomes part of our large research collection and is made available for use by our library patrons ?- ?over 2,000 per day.?$",0000837
794,"^whereas up to this point in time,? people interested in (the|these) records have had to visit one of our family history research centers and look at the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?),? we would now like to make it more convenient for people to do research by publishing (digital|digitized) images of (the|these) records on our web ?site.?$",0000838
795,"^while doing the microfilming,?( of the records,)? (.{2,80}) (does|will) not (intend|presume|be deemed) to (acquire|have) any literary (rights?|property) (of|on|in|to) the documents in question.?$",0000839
796,"^with regard to .*? to be (microfilmed|filmed),? (.{2,80}) does not believe it has acquired any literary property regarding them.?$",0000840
797,"^with regard to your charging a loan fee to your branch genealogical libraries,? we see no difficulty with that arrangement and view it as an internal matter.?$",0000841
798,"^without limiting the generality of the foregoing,? .*? hereby acknowledges and agrees that (.{2,80}) (will|shall) have the unlimited and exclusive rights to do the following: to change,? edit,? add to,? take from,? adapt,? reformat or reprocess the materials? in any manner,? in any medium,? and for any reason;? and to publish,? distribute,? or otherwise communicate the materials? to the public,? in whole or in part,? with or without mention of .*?'s name.?$",0000842
799,^yes steve i received your email.?$,0000843
800,"^you also represent that you have the authority to allow this use of your materials and that this use does not conflict with any other agreement or understanding or infringe on the rights of any third parties,? in particular,? that living persons included in your materials have consented to this use.?$",0000844
801,"^you are asked to grant (.{2,80}) permission to (use|utilize) and( to)? sub-license \(i.e.,? allow others to use\) your materials for an unlimited period of time,? including,? but not limited to,? permission to:?$",0000845
802,^you have my permission to (microfilm|film).?$,0000846
803,^you have permission ot scan the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) and place the images online.?$,0000847
804,^you have permission to place the vital records index on your web ?site.?$,0000848
805,"^you understand that your permission does not obligate (.{2,80}) to (use|utilize) your materials.?$",0000849
806,^your signature and the date are essential though.?$,0000851
807,"^(?!.*(the )?(microfilmed|filmed|digital|digitized|copies))(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of .*?(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000852
808,"^(.{2,80}) (may|can) ?not sell copies of .*? in any (means|mediums?) without (the )?written consent of .*?,? but (.{2,80}) (may|can)( also)? charge registered users a (usage|use|user) fee( in order)? to help cover the cost of providing access to( the)? records.?$",0000853
809,"^(in addition to the use rights delineated above,? )?(.{2,80}) (may|can) (use|utilize)( the)? information (from|in)( the)? records to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?) and,? as the author of such (aids?|materials?|resources?|tools?),? (may|can) (use|utilize) and sell them as (.{2,80}) so chooses.?$",0000854
810,"^in the event (.{2,80}) completes an (indices?|index(es)?) of .*? and posts the (indices?|index(es)?) on (.{2,80}).org,? (.{2,80}) (will|shall) create a link between (.{2,80}).org and .*?'s website.?$",0000855
811,"^(?!.*and without)(it is agreed,)?(however,)?( that)? (.{2,80}) (will|shall) not sell (or|nor) distribute copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without (.*?)?written permission.",0000856
812,"^copyright (of|on|in|to) all records if still subsisting (will|shall) remain vested in their respective owners but (.{2,80}) hereby assigns copyright and full future copyright in the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to .*? in consideration of which .*? hereby grants to (.{2,80}) a non exclusive non fee paying license to produce and circulate copies on any (media|means|mediums?) within ((.{2,80})(''s)?|it''?s|our|their) genealogical research system and to produce (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?) which (may|can) be (used|utilized) to promote genealogical research dissemination but for no further or other use save that copies of such (indices?|index(es)?) (may|can) be produced,? displayed,? (used|utilized),? and circulated by or under the direction of (.{2,80}) in whatever medium for research purposes$",0000857
813,"^under no circumstances (may|can) the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) or copies thereof be loaned,? sold,? exchanged,? or otherwise transferred or assigned without the written permission of the head archivist whose decision in this matter (will|shall) be final$",0000858
814,"^(.{2,80}) is( thereafter)? (authorized|allowed|permitted) to produce at ((.{2,80})(''s)?|it''?s|their)( own)? costs?,? ((.{2,80})(''s)?|it''?s|their)( own)?( second generation)? copy for use within ((.{2,80})(''s)?|it''?s|our|their) research system.?$",0000859
815,"^it is assumed that you are authorized to grant( to (.{2,80}),)? permission to( both)? acquire and (use|utilize) (the|this|these) (work\(?s?\)?|material\(?s?\)?).?$",0000861
816,"^copies of .*? (of|on|in|to) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?),? along with( any)? (indice|indices|index|indexes) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?) produced there from,? may be produced,? displayed,? (used|utilized),? and circulated by (.{2,80}),? in whatever medium,? for research( purposes)?.?$",0000863
817,"^(.{2,80}) (is|will be|shall be) free to (use|utilize) (the|this|these|their|it''?s) said (work\(?s?\)?|material\(?s?\)?) within ((.{2,80})(''s)?|it''?s|their) own systems?,? to further genealogical research.?$",0000864
818,"^to this end,? (.{2,80})(''s)? patrons (are|will be|shall be) allowed to view (the|this|these|their|its|it''?s) (work\(?s?\)?|material\(?s?\)?) (in|at) ((.{2,80})(''s)?|it''?s|our|their|the) main library (in|at) salt lake city or( (in|at))? any of ((.{2,80})(''s)?|it''?s|our|their) branch libraries.?$",0000865
819,"^(.{2,80}) (is|will be|shall be) not (authorized|allowed|permitted) to commercially exploit the (work\(?s?\)?|material\(?s?\)?).?$",0000866
820,"^to the extent that (.{2,80}) does not already have rights to do so,? .*? (authorizes|allows|permits) (.{2,80}) to create (digital|digitized) images of the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) and the additional records( \(""digital images""\))? upon the terms and conditions set forth herein.?$",0000867
821,"^.*? grants (.{2,80}) a non-exclusive,? sublicensable,? transferable,? worldwide,? irrevocable,? fully-paid and royalty-free license to (use|utilize),? reproduce,? distribute,? transmit,? display,? and (allow|permit)( the)? use of (the )?the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?),? the additional records and the (digital|digitized) images for any purpose,(,? (in this agreement or previous ones|in this and in previous agreements))?,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \("" ?use rights""\))?.?$",0000868
822,"^notwithstanding anything to the contrary herein,? (.{2,80}) (will|shall) own all rights to the (digital|digitized) images created hereunder,? including full rights to reproduce,? display,? distribute,? transmit,? and create derivative (work\(?s?\)?|material\(?s?\)?) of the (digital|digitized) images,? and to do so in any and all media formats now known or hereafter invented,? including internet hosting for public access,? provided,? however,? that with respect to the (digital|digitized) images created from the additional records,? (.{2,80}) agrees to only make such (digital|digitized) images available via the internet to members of the church of jesus christ of latter-day saints and patrons of ((.{2,80})(''s)?|it''?s|their) family history centers and libraries.?$",0000869
823,"^(.{2,80}) (will|shall) only make the images available through ((.{2,80})(''s)?|it''?s|their) family history centres and other church owned facilities.?$",0000870
824,"^the (use|utilization) of the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) acquired by (.{2,80}) is granted by .*? according to the same conditions as those indicated in the national contract for the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) made by (.{2,80}).?$",0000871
825,"Due to the list of exemptions below from Washington State statutes which could be applied to these records, we cannot approve your displaying of any enlistment record more current than 75 years.",0000872
826,"^the parties intend that the collection of original records( set forth)? in .*? to this agreement( \(""original records""\))? be made available in (digital|digitized) format.?$",0000873
827,"^(.*? (further )?acknowledges and agrees that )?(.{2,80}) (may|can|shall be able),? at (((.{2,80})(''s)?|it''?s|their) option and cost|the option and cost of (.{2,80})),? (to )?create (research|finding|search) (aids?|materials?|resources?|tools?),? including (indices?|index(es)?),? based (on|upon) the content of the (digital|digitized) images( \(""research materials""\))?.?$",0000874
828,"^(.{2,80}) (will|shall) own the .*? records,? including all rights,? title,? and interest in the .*? records and without monetary payment to the .*?.?$",0000875
829,"^As technology and mediums evolve,? (.{2,80}) may reproduce,? distribute,? transmit,? display,? use,? and permit use of the (Microfilmed|Filmed|digital) Records via technologies and in mediums that are not now known( \(""use rights""\))?.?$",0000876
830,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (digital|digitized) records to create research resources such as (indices?|index(es)?) and others.?$",0000877
831,"^(.{2,80}) (may|can) reproduce,? distribute,? display,? (use|utilize),? and (allow|permit)( the)? use of copies of the (microfilmed|filmed) records,? including the Internet/World Wide Web or other means of electronic storage and transmittal,? for non-?profit purposes.?$",0000878
832,"^to the full extent permitted by governing law,? (.{2,80}) (may|can) create (digital|digitized) images of .*? and (may|can) (use|utilize) the (digital|digitized) images for any purpose,? without limitation.?$",0000879
833,"^if .*? has already created electronic finding aids or indices \(including any descriptions and metadata\) relevant to the original records or additional records identified in this agreement or a subsequent statement of work \(existing aids\),? subject to restrictions in licensing agreements records custodian agrees to provide (.{2,80}) with a free copy of the existing aids at the outset of creation of the digital record so that (.{2,80}) may,? at its discretion,? apply or link the existing aids to the digital records.?$",0000880
